zeroin.i.1.col,8,49
jean.col,0,10
queen13_13.col,3,21
DSJC500.9.col,164,175
queen8_12.col,4,15
school1_nsh.col,80,39
DSJR500.1.col,15,15
queen7_7.col,3,10
DSJR500.1c.col,59,109
DSJC500.1.col,10,20
miles250.col,1,9
myciel7.col,0,8
queen9_9.col,1,16
queen14_14.col,3,23
DSJC1000.9.col,184,321
le450_15a.col,8,22
le450_15b.col,11,22
mulsol.i.3.col,8,31
queen5_5.col,0,8
myciel5.col,0,6
flat300_26_0.col,8,45
queen10_10.col,7,16
zeroin.i.3.col,1,30
miles500.col,5,22
homer.col,60000,9
queen15_15.col,16,25
mulsol.i.2.col,4,31
miles1000.col,4,44
zeroin.i.2.col,1,30
school1.col,10,42
myciel6.col,0,7
fpsol2.i.3.col,8,30
le450_25a.col,4,28
DSJC125.9.col,4,56
queen12_12.col,11,20
le450_15c.col,28,30
mulsol.i.1.col,1,49
DSJR500.5.col,68,143
DSJC125.1.col,1,8
myciel3.col,0,4
flat300_20_0.col,6,47
le450_25b.col,17,27
inithx.i.3.col,13,31
fpsol2.i.2.col,3,30
le450_15d.col,14,31
games120.col,0,9
DSJC500.5.col,50,72
flat1000_60_0.col,167,125
le450_5a.col,2,14
flat1000_50_0.col,125,126
myciel4.col,1,5
fpsol2.i.1.col,3,65
miles750.col,3,34
anna.col,1,12
mulsol.i.4.col,1,31
DSJC1000.1.col,73,31
le450_25c.col,14,37
queen8_8.col,1,13
inithx.i.2.col,4,31
huck.col,1,11
le450_5b.col,3,13
le450_25d.col,11,35
DSJC1000.5.col,151,127
inithx.i.1.col,13,54
le450_5c.col,3,17
DSJC250.1.col,3,13
queen6_6.col,0,11
miles1500.col,8,76
david.col,1,12
queen11_11.col,5,17
flat300_28_0.col,73,46
le450_5d.col,4,18
mulsol.i.5.col,3,31
flat1000_76_0.col,193,122
queen16_16.col,8,25
DSJC125.5.col,3,26
